fnumber,label,accuracy,left x,top y,width,height
38,KIA,100,26,221,21,27
38,KIA,100,85,176,18,28
38,JACOBS_CREEK,100,184,22,98,43
38,IBM,100,218,105,46,21
38,FLY_EMIRATES,100,304,22,88,39
38,KIA,100,356,266,48,24
38,KIA,100,420,21,92,44
38,MELBOURNE,100,474,616,322,37
38,KIA,100,535,20,86,46
38,KIA,100,647,21,86,45
38,KIA,100,761,20,87,45
38,KIA,100,866,269,49,24
38,ANZ,100,887,19,109,43
38,ANZ,100,1023,24,104,41
38,ROLEX,100,1047,83,26,18
38,FLY_EMIRATES,100,1157,32,70,43
38,KIA,99,1190,185,22,29
38,KIA,100,1219,204,18,29
38,KIA,100,1250,227,24,29
39,KIA,100,25,221,21,27
39,KIA,100,86,176,18,27
39,JACOBS_CREEK,100,184,22,97,43
39,IBM,100,218,104,46,21
39,FLY_EMIRATES,100,303,22,88,39
39,KIA,100,356,266,49,24
39,KIA,100,420,21,91,44
39,MELBOURNE,100,478,618,313,35
39,KIA,100,535,20,86,45
39,KIA,100,647,20,86,45
39,KIA,100,761,20,87,46
39,KIA,100,866,269,49,24
39,ANZ,100,887,18,109,43
39,ANZ,100,1023,23,104,41
39,ROLEX,100,1046,82,26,18
39,FLY_EMIRATES,100,1157,31,73,42
39,KIA,100,1189,185,25,27
39,KIA,100,1218,204,19,30
39,KIA,99,1250,227,23,29
40,KIA,100,25,221,21,27
40,KIA,100,86,176,18,27
40,JACOBS_CREEK,100,184,22,96,43
40,IBM,100,218,104,48,20
40,FLY_EMIRATES,100,303,22,89,39
40,KIA,100,355,265,49,24
40,KIA,100,420,20,92,44
40,MELBOURNE,100,479,617,311,34
40,KIA,100,536,20,85,45
40,KIA,100,647,20,86,45
40,KIA,100,761,19,87,45
40,KIA,100,866,269,49,24
40,ANZ,100,887,17,109,44
40,ANZ,100,1023,23,104,42
40,ROLEX,100,1046,82,26,18
40,FLY_EMIRATES,100,1157,31,74,42
40,KIA,100,1189,185,24,27
40,KIA,100,1219,204,18,29
40,KIA,99,1250,226,24,29
41,KIA,100,25,221,21,27
41,KIA,100,86,176,18,27
41,JACOBS_CREEK,100,184,21,96,44
41,IBM,100,218,104,48,20
41,FLY_EMIRATES,100,304,22,89,39
41,KIA,100,356,265,49,24
41,KIA,100,420,20,91,43
41,MELBOURNE,100,477,615,312,38
41,KIA,100,536,20,85,45
41,KIA,100,647,20,86,45
41,KIA,100,761,19,86,45
41,KIA,100,866,268,49,24
41,ANZ,100,887,17,109,44
41,ANZ,100,1022,23,104,42
41,ROLEX,100,1046,82,26,18
41,FLY_EMIRATES,100,1157,31,73,42
41,KIA,100,1189,185,24,27
41,KIA,100,1219,204,18,29
41,KIA,99,1250,226,24,29
42,KIA,100,25,221,21,27
42,KIA,100,86,176,18,28
42,JACOBS_CREEK,100,184,21,97,44
42,IBM,100,218,105,47,20
42,FLY_EMIRATES,100,304,22,88,38
42,KIA,100,356,266,48,24
42,KIA,100,421,22,89,43
42,MELBOURNE,100,475,615,317,39
42,KIA,100,536,21,83,45
42,KIA,100,647,21,84,45
42,KIA,100,762,20,83,44
42,KIA,100,866,268,49,24
42,ANZ,100,888,19,108,43
42,ANZ,100,1023,23,104,42
42,ROLEX,100,1046,82,26,18
42,FLY_EMIRATES,100,1157,32,70,42
42,KIA,99,1189,185,25,26
42,KIA,100,1219,204,18,29
42,KIA,99,1250,227,24,29
43,KIA,99,26,222,21,27
43,KIA,100,86,177,18,28
43,JACOBS_CREEK,100,183,23,98,43
43,IBM,100,218,105,46,21
43,FLY_EMIRATES,100,304,25,87,37
43,KIA,100,356,267,49,24
43,KIA,100,422,23,87,44
43,MELBOURNE,100,479,619,308,34
43,KIA,100,535,22,85,44
43,KIA,100,647,22,85,45
43,KIA,100,760,21,87,46
43,KIA,100,866,269,48,24
43,ANZ,100,887,20,109,41
43,ANZ,100,1023,25,103,41
43,ROLEX,100,1047,84,25,18
43,FLY_EMIRATES,100,1156,33,71,43
43,KIA,100,1190,186,22,29
43,KIA,100,1219,205,19,30
43,KIA,98,1250,228,24,28
44,KIA,100,25,222,21,27
44,KIA,100,86,176,18,28
44,JACOBS_CREEK,100,184,23,97,44
44,IBM,100,218,105,47,20
44,FLY_EMIRATES,100,304,23,88,38
44,KIA,100,356,266,48,24
44,KIA,100,420,22,90,44
44,MELBOURNE,100,479,618,309,34
44,KIA,100,536,21,85,45
44,KIA,100,647,21,86,45
44,KIA,100,761,20,86,45
44,KIA,100,867,269,48,24
44,ANZ,100,886,20,111,41
44,ANZ,100,1023,24,104,41
44,ROLEX,100,1047,83,25,18
44,FLY_EMIRATES,100,1157,32,70,43
44,KIA,100,1190,185,22,29
44,KIA,100,1219,204,19,30
44,KIA,99,1250,227,24,29
45,KIA,100,26,222,21,27
45,KIA,100,86,177,18,29
45,JACOBS_CREEK,100,184,23,97,44
45,IBM,100,217,105,47,20
45,FLY_EMIRATES,100,303,23,88,38
45,KIA,100,356,267,48,24
45,KIA,100,420,22,90,44
45,MELBOURNE,100,477,619,314,34
45,KIA,100,536,21,84,45
45,KIA,100,647,21,85,46
45,KIA,100,761,20,85,46
45,KIA,100,866,269,49,24
45,ANZ,100,887,20,110,41
45,ANZ,100,1023,25,104,41
45,ROLEX,100,1047,83,25,18
45,FLY_EMIRATES,100,1157,33,70,43
45,KIA,100,1190,186,22,29
45,KIA,100,1219,205,18,29
45,KIA,99,1249,227,24,29
46,KIA,100,24,222,21,26
46,KIA,100,84,176,18,29
46,JACOBS_CREEK,100,184,21,96,44
46,IBM,100,217,105,47,20
46,FLY_EMIRATES,100,303,22,88,39
46,KIA,100,355,266,48,24
46,KIA,100,420,21,90,44
46,MELBOURNE,100,474,617,320,37
46,KIA,100,535,20,86,45
46,KIA,100,648,20,85,46
46,KIA,100,762,19,85,46
46,KIA,100,867,269,48,24
46,ANZ,100,887,18,110,44
46,ANZ,100,1023,23,104,42
46,ROLEX,100,1048,82,25,18
46,FLY_EMIRATES,100,1157,31,75,42
46,KIA,100,1191,186,22,29
46,KIA,99,1221,206,18,28
46,KIA,98,1253,228,23,27
47,KIA,100,21,221,20,27
47,KIA,99,81,176,19,28
47,JACOBS_CREEK,100,182,21,94,44
47,IBM,100,214,104,48,21
47,FLY_EMIRATES,100,301,19,88,41
47,KIA,100,354,266,48,24
47,KIA,100,420,20,90,43
47,MELBOURNE,100,477,619,311,36
47,KIA,100,536,19,84,44
47,KIA,100,647,19,85,45
47,KIA,100,764,18,83,45
47,KIA,100,868,269,48,24
47,ANZ,100,888,18,113,42
47,ANZ,100,1024,20,104,42
47,ROLEX,100,1050,82,26,17
47,FLY_EMIRATES,100,1161,30,74,42
47,KIA,99,1193,184,24,28
47,KIA,100,1222,204,21,29
47,KIA,100,1257,227,22,28
48,KIA,100,18,220,21,27
48,KIA,99,78,174,20,29
48,JACOBS_CREEK,100,182,19,92,43
48,IBM,99,210,102,53,22
48,FLY_EMIRATES,100,300,18,90,42
48,KIA,100,352,266,49,24
48,KIA,100,419,18,90,44
48,MELBOURNE,100,476,620,316,37
48,KIA,100,536,18,84,45
48,KIA,100,647,18,85,45
48,KIA,100,764,17,84,45
48,KIA,100,868,269,48,23
48,ANZ,100,886,14,116,46
48,ANZ,100,1023,18,113,45
48,ROLEX,100,1052,80,26,18
48,FLY_EMIRATES,100,1163,29,74,42
48,KIA,100,1196,184,22,29
48,KIA,99,1225,204,21,28
48,KIA,100,1259,226,20,29
49,KIA,100,18,220,21,27
49,KIA,99,78,174,20,29
49,JACOBS_CREEK,100,182,19,92,43
49,IBM,99,210,102,53,22
49,FLY_EMIRATES,100,300,18,90,42
49,KIA,100,352,265,48,25
49,KIA,100,419,18,90,44
49,MELBOURNE,100,477,618,312,38
49,KIA,100,536,17,85,45
49,KIA,100,647,17,86,45
49,KIA,100,764,17,84,46
49,KIA,100,868,269,48,23
49,ANZ,100,885,14,119,46
49,ANZ,100,1022,18,113,45
49,ROLEX,100,1052,80,26,18
49,FLY_EMIRATES,100,1164,29,74,42
49,KIA,100,1196,184,22,29
49,KIA,99,1224,204,21,27
49,KIA,100,1259,226,20,29
50,KIA,100,18,220,21,27
50,KIA,100,78,174,19,28
50,JACOBS_CREEK,100,181,19,93,43
50,IBM,99,210,102,53,22
50,FLY_EMIRATES,100,299,18,90,41
50,KIA,100,352,265,49,25
50,KIA,100,420,18,90,43
50,MELBOURNE,100,479,618,307,38
50,KIA,100,535,17,85,45
50,KIA,100,648,17,86,45
50,KIA,100,764,17,84,46
50,KIA,100,868,269,49,23
50,ANZ,100,886,14,118,46
50,ANZ,100,1023,17,113,46
50,ROLEX,100,1052,79,26,18
50,FLY_EMIRATES,100,1164,29,74,42
50,KIA,100,1196,183,22,29
50,KIA,100,1225,204,21,27
50,KIA,100,1259,226,20,29
51,KIA,100,18,220,21,27
51,KIA,100,78,174,19,29
51,JACOBS_CREEK,100,181,19,92,44
51,IBM,100,210,102,54,22
51,FLY_EMIRATES,100,299,18,89,41
51,KIA,100,353,265,48,25
51,KIA,100,420,18,89,43
51,MELBOURNE,100,474,617,315,40
51,KIA,100,535,18,84,45
51,KIA,100,649,18,84,45
51,KIA,100,765,17,81,45
51,KIA,100,868,269,49,23
51,ANZ,100,886,14,117,45
51,ANZ,100,1023,17,114,46
51,ROLEX,100,1052,79,26,18
51,FLY_EMIRATES,100,1164,28,74,42
51,KIA,100,1196,183,22,29
51,KIA,100,1225,204,21,27
51,KIA,100,1259,226,20,29
52,KIA,100,17,220,22,27
52,KIA,100,78,174,19,28
52,JACOBS_CREEK,100,181,19,93,43
52,IBM,99,210,102,54,22
52,FLY_EMIRATES,100,299,18,89,41
52,KIA,100,353,265,48,25
52,KIA,100,420,18,90,43
52,MELBOURNE,100,478,619,309,37
52,KIA,100,536,17,85,45
52,KIA,100,648,17,85,45
52,KIA,100,764,17,84,45
52,KIA,100,868,269,49,23
52,ANZ,100,886,14,118,46
52,ANZ,100,1023,17,113,46
52,ROLEX,100,1052,79,26,18
52,FLY_EMIRATES,100,1165,28,74,42
52,KIA,100,1196,183,22,29
52,KIA,100,1225,204,21,27
52,KIA,100,1259,226,20,29
53,KIA,100,17,220,22,27
53,KIA,100,78,174,19,28
53,JACOBS_CREEK,100,181,18,92,44
53,IBM,99,210,102,53,22
53,FLY_EMIRATES,100,299,18,90,41
53,KIA,100,353,265,48,25
53,KIA,100,420,18,89,43
53,MELBOURNE,100,476,621,318,35
53,KIA,100,535,17,86,45
53,KIA,100,648,17,85,45
53,KIA,100,764,17,84,46
53,KIA,100,868,269,49,23
53,ANZ,100,885,14,119,46
53,ANZ,100,1022,17,114,46
53,ROLEX,100,1052,79,26,18
53,FLY_EMIRATES,100,1165,28,74,42
53,KIA,100,1196,183,22,29
53,KIA,100,1224,204,21,27
53,KIA,100,1259,226,20,29
54,KIA,100,26,222,21,27
54,KIA,100,86,177,18,27
54,JACOBS_CREEK,100,183,23,99,43
54,IBM,100,217,105,47,20
54,FLY_EMIRATES,100,304,24,88,38
54,KIA,100,356,267,48,24
54,KIA,100,421,22,89,44
54,MELBOURNE,100,474,619,317,32
54,KIA,100,535,22,85,45
54,KIA,100,647,21,86,46
54,KIA,100,761,21,86,46
54,KIA,100,866,269,48,24
54,ANZ,100,887,20,109,42
54,ANZ,100,1022,24,104,41
54,ROLEX,100,1048,84,25,18
54,FLY_EMIRATES,100,1157,33,70,42
54,KIA,100,1190,185,22,29
54,KIA,100,1219,205,18,30
54,KIA,99,1250,227,24,29
55,KIA,100,17,220,22,27
55,KIA,100,78,174,19,28
55,JACOBS_CREEK,100,181,18,92,43
55,IBM,99,210,102,53,22
55,FLY_EMIRATES,100,300,18,90,41
55,KIA,100,353,265,48,25
55,KIA,100,420,18,89,43
55,MELBOURNE,100,479,619,312,38
55,KIA,100,535,17,85,45
55,KIA,100,648,17,86,45
55,KIA,100,764,17,84,45
55,KIA,100,868,269,49,23
55,ANZ,100,885,14,119,46
55,ANZ,100,1022,17,114,46
55,ROLEX,100,1052,79,27,18
55,FLY_EMIRATES,100,1165,28,74,42
55,KIA,100,1196,183,23,29
55,KIA,100,1225,204,21,27
55,KIA,100,1259,226,20,29
56,KIA,100,18,220,21,27
56,KIA,100,78,175,19,28
56,JACOBS_CREEK,100,181,19,92,43
56,IBM,98,209,102,54,21
56,FLY_EMIRATES,100,299,18,90,42
56,KIA,100,353,266,48,25
56,KIA,100,420,18,90,43
56,MELBOURNE,100,472,621,322,34
56,KIA,100,535,17,86,45
56,KIA,100,647,18,87,45
56,KIA,100,764,17,85,45
56,KIA,100,868,269,49,23
56,ANZ,100,885,13,119,47
56,ANZ,100,1022,17,114,46
56,ROLEX,100,1052,80,26,18
56,FLY_EMIRATES,100,1164,28,74,43
56,KIA,100,1196,183,23,29
56,KIA,99,1224,204,21,27
56,KIA,100,1259,226,20,29
57,KIA,100,18,221,21,26
57,KIA,100,78,175,19,28
57,JACOBS_CREEK,100,181,19,92,44
57,IBM,99,209,102,55,21
57,FLY_EMIRATES,100,299,18,90,42
57,KIA,100,353,266,48,25
57,KIA,100,420,18,89,43
57,MELBOURNE,100,476,619,316,36
57,KIA,100,535,18,85,45
57,KIA,100,647,18,86,45
57,KIA,100,764,17,85,45
57,KIA,100,869,268,48,24
57,ANZ,100,885,13,119,47
57,ANZ,100,1022,18,114,46
57,ROLEX,100,1052,80,26,18
57,FLY_EMIRATES,100,1164,28,75,43
57,KIA,100,1196,184,22,29
57,KIA,99,1224,204,21,27
57,KIA,100,1259,226,20,29
58,KIA,100,18,221,21,27
58,KIA,100,78,175,19,28
58,JACOBS_CREEK,100,181,19,92,44
58,IBM,99,209,102,55,21
58,FLY_EMIRATES,100,299,18,90,42
58,KIA,100,353,266,48,25
58,KIA,100,420,18,89,43
58,MELBOURNE,100,475,620,316,35
58,KIA,100,535,18,85,45
58,KIA,100,647,18,86,44
58,KIA,100,763,17,86,45
58,KIA,100,869,268,48,24
58,ANZ,100,885,13,119,47
58,ANZ,100,1022,18,113,46
58,ROLEX,100,1052,80,26,18
58,FLY_EMIRATES,100,1164,28,74,43
58,KIA,100,1196,183,23,29
58,KIA,99,1224,204,21,27
58,KIA,100,1259,226,21,29
59,KIA,100,18,221,22,27
59,KIA,100,79,175,19,28
59,JACOBS_CREEK,100,180,19,93,43
59,IBM,99,209,102,55,21
59,FLY_EMIRATES,100,299,18,90,41
59,KIA,100,353,265,48,25
59,KIA,100,420,18,89,43
59,MELBOURNE,100,475,621,316,33
59,KIA,100,536,18,84,44
59,KIA,100,647,18,85,44
59,KIA,100,764,17,84,45
59,KIA,100,869,268,48,24
59,ANZ,100,885,13,119,47
59,ANZ,100,1023,18,113,46
59,ROLEX,100,1052,80,26,18
59,FLY_EMIRATES,100,1164,28,74,43
59,KIA,100,1196,183,23,29
59,KIA,99,1224,204,21,27
59,KIA,100,1259,226,21,29
60,KIA,100,18,221,21,27
60,KIA,100,78,175,19,28
60,JACOBS_CREEK,100,180,19,92,44
60,IBM,99,209,102,55,21
60,FLY_EMIRATES,100,299,18,90,41
60,KIA,100,352,266,48,25
60,KIA,100,420,18,89,43
60,MELBOURNE,100,475,621,315,34
60,KIA,100,535,18,85,45
60,KIA,100,647,18,86,45
60,KIA,100,764,17,85,45
60,KIA,100,868,269,49,23
60,ANZ,100,885,14,119,47
60,ANZ,100,1022,18,114,46
60,ROLEX,100,1052,80,26,18
60,FLY_EMIRATES,100,1165,29,73,42
60,KIA,100,1196,183,23,29
60,KIA,99,1224,204,21,28
60,KIA,100,1259,226,21,29
61,KIA,100,18,221,21,26
61,KIA,100,78,175,19,28
61,JACOBS_CREEK,100,180,19,93,44
61,IBM,99,209,102,55,22
61,FLY_EMIRATES,100,299,18,89,42
61,KIA,100,352,266,48,25
61,KIA,100,420,18,90,43
61,MELBOURNE,100,477,620,314,34
61,KIA,100,535,17,86,45
61,KIA,100,647,18,86,45
61,KIA,100,764,17,85,46
61,KIA,100,868,269,49,23
61,ANZ,100,885,13,119,47
61,ANZ,100,1022,18,114,46
61,ROLEX,100,1052,80,26,18
61,FLY_EMIRATES,100,1165,28,73,42
61,KIA,100,1196,183,23,29
61,KIA,99,1224,203,21,28
61,KIA,100,1259,226,21,29
62,KIA,100,18,221,22,26
62,KIA,100,78,175,19,28
62,JACOBS_CREEK,100,180,19,93,44
62,IBM,99,209,102,55,21
62,FLY_EMIRATES,100,299,18,89,41
62,KIA,100,352,265,49,25
62,KIA,100,419,18,90,43
62,MELBOURNE,100,478,622,310,33
62,KIA,100,535,17,86,45
62,KIA,100,648,17,86,45
62,KIA,100,764,17,85,46
62,KIA,100,868,269,49,23
62,ANZ,100,885,14,119,47
62,ANZ,100,1022,18,114,46
62,ROLEX,100,1052,80,26,17
62,FLY_EMIRATES,100,1165,29,73,42
62,KIA,100,1196,183,23,29
62,KIA,100,1224,203,21,28
62,KIA,100,1259,226,21,29
63,KIA,100,18,221,21,26
63,KIA,100,79,175,19,28
63,JACOBS_CREEK,100,180,19,93,43
63,IBM,99,209,102,55,21
63,FLY_EMIRATES,100,299,18,89,41
63,KIA,100,352,265,49,25
63,KIA,100,419,18,90,43
63,MELBOURNE,100,476,620,311,35
63,KIA,100,535,17,86,45
63,KIA,100,647,18,86,45
63,KIA,100,764,17,85,45
63,KIA,100,868,269,49,23
63,ANZ,100,885,14,120,47
63,ANZ,100,1022,18,114,46
63,ROLEX,100,1052,80,26,18
63,FLY_EMIRATES,100,1165,29,73,42
63,KIA,100,1196,183,23,29
63,KIA,100,1224,203,21,28
63,KIA,100,1259,225,20,29
64,KIA,100,18,221,21,26
64,KIA,100,79,175,19,28
64,JACOBS_CREEK,100,180,19,93,44
64,IBM,99,209,102,55,21
64,FLY_EMIRATES,100,299,18,89,41
64,KIA,100,352,265,49,25
64,KIA,100,420,18,90,43
64,MELBOURNE,100,481,621,304,33
64,KIA,100,535,18,85,45
64,KIA,100,647,18,86,45
64,KIA,100,764,17,85,45
64,KIA,100,868,269,49,23
64,ANZ,100,885,14,119,46
64,ANZ,100,1022,18,114,46
64,ROLEX,100,1052,80,26,18
64,FLY_EMIRATES,100,1165,29,73,42
64,KIA,100,1196,183,23,29
64,KIA,99,1225,204,21,27
64,KIA,100,1259,226,20,29
65,KIA,100,26,222,21,27
65,KIA,100,86,177,18,29
65,JACOBS_CREEK,100,184,23,97,44
65,IBM,100,217,105,47,20
65,FLY_EMIRATES,100,303,23,88,38
65,KIA,100,356,267,48,24
65,KIA,100,420,22,90,44
65,MELBOURNE,100,477,619,314,34
65,KIA,100,536,21,84,45
65,KIA,100,647,21,85,46
65,KIA,100,761,20,85,46
65,KIA,100,866,269,49,24
65,ANZ,100,887,20,110,41
65,ANZ,100,1023,25,104,41
65,ROLEX,100,1047,83,25,18
65,FLY_EMIRATES,100,1157,33,70,43
65,KIA,100,1190,186,22,29
65,KIA,100,1219,205,18,29
65,KIA,99,1249,227,24,29
66,KIA,100,17,220,21,26
66,KIA,100,79,175,19,27
66,JACOBS_CREEK,100,180,19,93,43
66,IBM,99,209,102,55,21
66,FLY_EMIRATES,100,299,18,90,41
66,KIA,100,352,265,49,25
66,KIA,100,420,18,91,43
66,MELBOURNE,100,475,619,317,38
66,KIA,100,535,17,85,45
66,KIA,100,647,18,87,45
66,KIA,100,763,17,86,46
66,KIA,100,868,269,49,23
66,ANZ,100,885,14,120,46
66,ANZ,100,1022,18,114,46
66,ROLEX,100,1052,80,26,18
66,FLY_EMIRATES,100,1165,29,73,42
66,KIA,100,1196,183,23,29
66,KIA,99,1225,204,21,27
66,KIA,100,1259,225,20,29
67,KIA,100,17,221,22,26
67,KIA,100,78,175,19,27
67,JACOBS_CREEK,100,180,19,93,43
67,IBM,99,209,102,55,21
67,FLY_EMIRATES,100,299,18,90,41
67,KIA,100,352,265,48,25
67,KIA,100,420,18,90,43
67,MELBOURNE,100,476,621,315,35
67,KIA,100,535,17,85,45
67,KIA,100,647,18,86,44
67,KIA,100,763,17,86,46
67,KIA,100,868,269,49,23
67,ANZ,100,885,14,119,46
67,ANZ,100,1022,18,114,46
67,ROLEX,100,1052,80,26,18
67,FLY_EMIRATES,100,1164,28,74,42
67,KIA,100,1196,183,23,29
67,KIA,100,1225,204,21,28
67,KIA,100,1259,225,20,29
68,KIA,100,18,221,21,26
68,KIA,100,79,175,18,27
68,JACOBS_CREEK,100,180,19,93,43
68,IBM,99,209,102,55,22
68,FLY_EMIRATES,100,299,18,90,42
68,KIA,100,352,265,49,25
68,KIA,100,420,18,90,43
68,MELBOURNE,100,476,620,316,36
68,KIA,100,535,17,85,45
68,KIA,100,647,18,86,44
68,KIA,100,763,17,86,46
68,KIA,100,868,269,49,23
68,ANZ,100,885,14,120,46
68,ANZ,100,1022,18,114,46
68,ROLEX,100,1052,80,26,18
68,FLY_EMIRATES,100,1165,28,74,42
68,KIA,100,1196,183,23,29
68,KIA,100,1224,204,21,28
68,KIA,100,1259,226,20,29
69,KIA,100,18,221,21,26
69,KIA,100,79,175,19,28
69,JACOBS_CREEK,100,180,19,93,43
69,IBM,99,209,102,54,21
69,FLY_EMIRATES,100,299,18,90,41
69,KIA,100,352,265,49,25
69,KIA,100,420,18,90,44
69,MELBOURNE,100,477,621,316,35
69,KIA,100,535,17,85,45
69,KIA,100,648,18,86,44
69,KIA,100,763,17,86,46
69,KIA,100,869,268,48,23
69,ANZ,100,885,14,120,46
69,ANZ,100,1022,18,115,45
69,ROLEX,100,1052,80,26,18
69,FLY_EMIRATES,100,1165,29,74,42
69,KIA,100,1196,183,23,29
69,KIA,100,1224,204,21,27
69,KIA,100,1259,226,20,29
70,KIA,100,17,220,22,27
70,KIA,100,79,175,19,28
70,JACOBS_CREEK,100,180,19,93,43
70,IBM,99,209,102,54,21
70,FLY_EMIRATES,100,299,18,90,41
70,KIA,100,352,265,49,25
70,KIA,100,420,18,89,43
70,MELBOURNE,100,476,619,317,39
70,KIA,100,536,17,84,45
70,KIA,100,648,18,86,44
70,KIA,100,763,17,86,45
70,KIA,100,869,268,48,23
70,ANZ,100,885,14,120,46
70,ANZ,100,1022,18,114,45
70,ROLEX,100,1053,80,26,18
70,FLY_EMIRATES,100,1165,29,73,42
70,KIA,100,1196,183,23,30
70,KIA,100,1225,204,20,27
70,KIA,100,1259,226,20,29
71,KIA,100,17,220,22,27
71,KIA,100,78,175,19,28
71,JACOBS_CREEK,100,180,19,93,43
71,IBM,99,209,102,54,21
71,FLY_EMIRATES,100,299,18,90,41
71,KIA,100,352,265,49,25
71,KIA,100,420,18,90,43
71,MELBOURNE,100,476,621,313,35
71,KIA,100,535,17,85,45
71,KIA,100,648,18,86,44
71,KIA,100,763,17,87,46
71,KIA,100,868,269,49,23
71,ANZ,100,885,14,120,47
71,ANZ,100,1022,18,115,46
71,ROLEX,100,1052,80,26,18
71,FLY_EMIRATES,100,1165,28,73,42
71,KIA,100,1196,183,23,30
71,KIA,100,1225,204,20,27
71,KIA,100,1259,226,20,29
72,KIA,100,17,220,21,27
72,KIA,100,79,175,19,27
72,JACOBS_CREEK,100,180,19,93,43
72,IBM,99,209,102,55,22
72,FLY_EMIRATES,100,299,18,90,42
72,KIA,100,352,265,49,25
72,KIA,100,419,18,91,43
72,MELBOURNE,100,478,620,312,35
72,KIA,100,535,17,85,45
72,KIA,100,648,17,86,44
72,KIA,100,763,17,87,46
72,KIA,100,868,269,48,23
72,ANZ,100,885,14,119,47
72,ANZ,100,1023,17,113,46
72,ROLEX,100,1053,80,26,18
72,FLY_EMIRATES,100,1165,29,74,42
72,KIA,100,1196,183,23,30
72,KIA,100,1225,204,20,28
72,KIA,100,1259,226,20,29
73,KIA,100,17,220,22,27
73,KIA,100,79,175,19,28
73,JACOBS_CREEK,100,180,19,94,43
73,IBM,99,209,102,54,21
73,FLY_EMIRATES,100,299,18,90,41
73,KIA,100,352,265,48,24
73,KIA,100,419,18,91,43
73,MELBOURNE,100,474,616,319,42
73,KIA,100,535,17,86,45
73,KIA,100,648,17,86,45
73,KIA,100,762,16,88,46
73,KIA,100,868,269,49,23
73,ANZ,100,885,14,120,46
73,ANZ,100,1022,17,115,47
73,ROLEX,100,1053,79,26,18
73,FLY_EMIRATES,100,1165,29,72,42
73,KIA,100,1195,182,24,30
73,KIA,100,1225,203,21,28
73,KIA,100,1259,226,20,29
74,JACOBS_CREEK,99,125,382,327,67
74,JACOBS_CREEK,100,234,4,239,210
74,JACOBS_CREEK,99,519,386,311,44
74,JACOBS_CREEK,99,706,9,231,204
74,IBM,100,1000,384,164,76
75,JACOBS_CREEK,100,114,393,323,59
75,JACOBS_CREEK,99,215,8,254,217
75,JACOBS_CREEK,99,446,385,297,50
75,JACOBS_CREEK,100,683,18,258,201
75,IBM,100,989,390,169,83
76,KIA,100,18,220,21,27
76,KIA,100,78,175,19,28
76,JACOBS_CREEK,100,181,19,92,43
76,IBM,98,209,102,54,21
76,FLY_EMIRATES,100,299,18,90,42
76,KIA,100,353,266,48,25
76,KIA,100,420,18,90,43
76,MELBOURNE,100,472,621,322,34
76,KIA,100,535,17,86,45
76,KIA,100,647,18,87,45
76,KIA,100,764,17,85,45
76,KIA,100,868,269,49,23
76,ANZ,100,885,13,119,47
76,ANZ,100,1022,17,114,46
76,ROLEX,100,1052,80,26,18
76,FLY_EMIRATES,100,1164,28,74,43
76,KIA,100,1196,183,23,29
76,KIA,99,1224,204,21,27
76,KIA,100,1259,226,20,29
77,JACOBS_CREEK,100,84,396,313,65
77,JACOBS_CREEK,100,185,31,267,140
77,JACOBS_CREEK,99,481,399,287,39
77,JACOBS_CREEK,100,648,45,273,129
77,IBM,100,963,398,157,75
77,JACOBS_CREEK,76,1091,35,170,127
78,JACOBS_CREEK,100,19,397,322,60
78,JACOBS_CREEK,100,107,32,283,131
78,JACOBS_CREEK,99,416,398,285,40
78,JACOBS_CREEK,100,583,44,273,125
78,IBM,100,898,400,158,76
78,JACOBS_CREEK,100,1062,27,207,135
79,NIKE,99,378,456,37,22
79,NIKE,99,590,456,24,19
79,NIKE,100,694,173,20,20
80,NIKE,99,502,458,38,28
80,NIKE,100,702,436,22,25
80,NIKE,100,778,143,22,26
80,KIA,100,861,349,346,295
81,KIA,99,20,224,19,28
81,KIA,100,76,180,21,27
81,JACOBS_CREEK,100,185,21,92,47
81,IBM,100,217,107,43,20
81,FLY_EMIRATES,100,301,24,90,39
81,KIA,100,354,270,49,24
81,KIA,100,419,22,92,44
81,MELBOURNE,100,474,626,320,32
81,KIA,100,534,22,89,46
81,KIA,100,649,22,88,45
81,KIA,100,763,21,89,46
81,KIA,100,868,272,52,24
81,ANZ,100,893,23,107,41
81,ANZ,100,1025,24,109,44
81,ROLEX,100,1057,84,24,18
81,FLY_EMIRATES,100,1165,32,75,42
81,KIA,99,1199,187,20,27
81,KIA,99,1229,207,20,28
81,KIA,82,1261,233,18,25
82,KIA,99,20,224,19,28
82,KIA,100,76,180,20,27
82,JACOBS_CREEK,100,185,21,92,48
82,IBM,100,217,107,43,20
82,FLY_EMIRATES,100,301,24,90,39
82,KIA,100,354,270,48,24
82,KIA,100,419,22,92,44
82,MELBOURNE,100,472,627,321,32
82,KIA,100,534,22,89,46
82,KIA,100,649,22,88,45
82,KIA,100,763,21,89,46
82,KIA,100,868,272,52,24
82,ANZ,100,893,23,107,41
82,ANZ,100,1026,24,108,43
82,ROLEX,100,1057,84,24,18
82,FLY_EMIRATES,100,1165,32,76,42
82,KIA,99,1199,187,19,27
82,KIA,100,1228,207,21,28
82,KIA,84,1261,233,18,25
83,KIA,99,20,224,19,28
83,KIA,100,76,180,21,26
83,JACOBS_CREEK,100,185,21,92,47
83,IBM,100,217,107,43,20
83,FLY_EMIRATES,100,301,24,90,39
83,KIA,100,354,270,48,24
83,KIA,100,419,22,92,45
83,MELBOURNE,100,475,626,316,33
